Image,Steering,Accelerate
Data/Image_1723635613862015 1762.jpg,24.0,185.0
Data/Image_1723635613910814 1763.jpg,25.0,186.0
Data/Image_1723635613933102 1764.jpg,25.0,186.0
Data/Image_1723635613979331 1765.jpg,23.0,187.0
Data/Image_1723635613997517 1766.jpg,23.0,187.0
Data/Image_1723635614047853 1767.jpg,23.0,187.0
Data/Image_1723635614064092 1768.jpg,23.0,187.0
Data/Image_1723635614107787 1769.jpg,24.0,184.0
Data/Image_1723635614129118 1770.jpg,24.0,184.0
Data/Image_1723635614176459 1771.jpg,25.0,184.0
Data/Image_1723635614198548 1772.jpg,24.0,184.0
Data/Image_1723635614244514 1773.jpg,35.0,181.0
Data/Image_1723635614264914 1774.jpg,35.0,181.0
Data/Image_1723635614312817 1775.jpg,41.0,175.0
Data/Image_1723635614329913 1776.jpg,41.0,167.0
Data/Image_1723635614382541 1777.jpg,47.0,168.0
Data/Image_172363561439766 1778.jpg,47.0,168.0
Data/Image_1723635614429042 1779.jpg,47.0,168.0
Data/Image_1723635614479381 1780.jpg,50.0,165.0
Data/Image_1723635614499546 1781.jpg,50.0,165.0
Data/Image_1723635614542336 1782.jpg,50.0,166.0
Data/Image_1723635614564677 1783.jpg,50.0,166.0
Data/Image_1723635614612978 1784.jpg,49.0,166.0
Data/Image_1723635614629865 1785.jpg,49.0,161.0
Data/Image_1723635614675313 1786.jpg,48.0,161.0
Data/Image_1723635614696207 1787.jpg,48.0,161.0
Data/Image_17236356147465 1788.jpg,48.0,158.0
Data/Image_1723635614762856 1789.jpg,48.0,158.0
Data/Image_1723635614816714 1790.jpg,48.0,156.0
Data/Image_1723635614831148 1791.jpg,48.0,156.0
Data/Image_1723635614879396 1792.jpg,48.0,156.0
Data/Image_172363561489721 1793.jpg,48.0,156.0
Data/Image_1723635614948183 1794.jpg,45.0,156.0
Data/Image_1723635614963882 1795.jpg,45.0,156.0
Data/Image_172363561500816 1796.jpg,44.0,156.0
Data/Image_1723635615030428 1797.jpg,44.0,156.0
Data/Image_172363561507639 1798.jpg,37.0,156.0
Data/Image_1723635615099034 1799.jpg,35.0,156.0
Data/Image_1723635615144355 1800.jpg,35.0,158.0
Data/Image_1723635615164011 1801.jpg,35.0,158.0
Data/Image_1723635615213111 1802.jpg,35.0,157.0
Data/Image_1723635615230561 1803.jpg,35.0,156.0
Data/Image_1723635615282426 1804.jpg,35.0,155.0
Data/Image_1723635615295933 1805.jpg,35.0,155.0
Data/Image_1723635615342333 1806.jpg,35.0,156.0
Data/Image_1723635615362589 1807.jpg,35.0,156.0
Data/Image_1723635615410825 1808.jpg,38.0,157.0
Data/Image_172363561543343 1809.jpg,38.0,157.0
Data/Image_1723635615479413 1810.jpg,42.0,156.0
Data/Image_1723635615499358 1811.jpg,42.0,156.0
Data/Image_1723635615548023 1812.jpg,42.0,158.0
Data/Image_1723635615566341 1813.jpg,42.0,158.0
Data/Image_1723635615616575 1814.jpg,40.0,158.0
Data/Image_1723635615630383 1815.jpg,39.0,158.0
Data/Image_1723635615676504 1816.jpg,39.0,158.0
Data/Image_1723635615696761 1817.jpg,40.0,158.0
Data/Image_1723635615744659 1818.jpg,44.0,161.0
Data/Image_1723635615766549 1819.jpg,44.0,161.0
Data/Image_1723635615813165 1820.jpg,45.0,166.0
Data/Image_1723635615832656 1821.jpg,45.0,167.0
Data/Image_1723635615882904 1822.jpg,46.0,163.0
Data/Image_1723635615897802 1823.jpg,46.0,163.0
Data/Image_1723635615931019 1824.jpg,46.0,163.0
Data/Image_1723635615976619 1825.jpg,47.0,164.0
Data/Image_1723635615996139 1826.jpg,50.0,164.0
Data/Image_1723635616048568 1827.jpg,50.0,164.0
Data/Image_172363561606678 1828.jpg,50.0,164.0
Data/Image_172363561611105 1829.jpg,50.0,164.0
Data/Image_1723635616132165 1830.jpg,50.0,164.0
Data/Image_1723635616182655 1831.jpg,50.0,166.0
Data/Image_1723635616197494 1832.jpg,50.0,166.0
Data/Image_1723635616231057 1833.jpg,50.0,166.0
Data/Image_1723635616279543 1834.jpg,50.0,166.0
Data/Image_1723635616296415 1835.jpg,50.0,166.0
Data/Image_1723635616332692 1836.jpg,50.0,166.0
Data/Image_1723635616376904 1837.jpg,50.0,166.0
Data/Image_1723635616398235 1838.jpg,49.0,166.0
Data/Image_172363561644959 1839.jpg,49.0,165.0
Data/Image_1723635616464908 1840.jpg,49.0,165.0
Data/Image_1723635616498742 1841.jpg,49.0,165.0
Data/Image_1723635616546716 1842.jpg,48.0,167.0
Data/Image_1723635616563181 1843.jpg,48.0,167.0
Data/Image_1723635616608184 1844.jpg,48.0,164.0
Data/Image_1723635616632618 1845.jpg,48.0,164.0
Data/Image_172363561667693 1846.jpg,48.0,163.0
Data/Image_1723635616698302 1847.jpg,48.0,163.0
Data/Image_1723635616746408 1848.jpg,48.0,163.0
Data/Image_1723635616764379 1849.jpg,48.0,163.0
Data/Image_1723635616816612 1850.jpg,48.0,163.0
Data/Image_1723635616830931 1851.jpg,49.0,163.0
Data/Image_1723635616879313 1852.jpg,49.0,164.0
Data/Image_172363561689776 1853.jpg,49.0,164.0
Data/Image_1723635616951093 1854.jpg,50.0,167.0
Data/Image_1723635616966096 1855.jpg,50.0,167.0
Data/Image_1723635617000749 1856.jpg,50.0,167.0
Data/Image_1723635617048273 1857.jpg,50.0,167.0
Data/Image_1723635617066435 1858.jpg,50.0,167.0
Data/Image_1723635617146488 1859.jpg,51.0,166.0
Data/Image_1723635617156946 1860.jpg,51.0,166.0
Data/Image_1723635617167552 1861.jpg,51.0,166.0
Data/Image_1723635617208414 1862.jpg,51.0,174.0
Data/Image_1723635617229964 1863.jpg,51.0,174.0
Data/Image_172363561727925 1864.jpg,53.0,179.0
Data/Image_1723635617299939 1865.jpg,53.0,179.0
Data/Image_1723635617342481 1866.jpg,53.0,180.0
Data/Image_1723635617365312 1867.jpg,53.0,180.0
Data/Image_1723635617412657 1868.jpg,53.0,180.0
Data/Image_172363561743112 1869.jpg,53.0,180.0
Data/Image_1723635617474891 1870.jpg,53.0,180.0
Data/Image_1723635617495262 1871.jpg,53.0,180.0
Data/Image_1723635617546964 1872.jpg,54.0,174.0
Data/Image_1723635617565373 1873.jpg,54.0,174.0
Data/Image_1723635617608352 1874.jpg,54.0,176.0
Data/Image_1723635617631244 1875.jpg,54.0,176.0
Data/Image_1723635617679425 1876.jpg,54.0,178.0
Data/Image_1723635617696829 1877.jpg,54.0,178.0
Data/Image_1723635617742329 1878.jpg,54.0,180.0
Data/Image_1723635617762752 1879.jpg,54.0,180.0
Data/Image_1723635617810853 1880.jpg,48.0,179.0
Data/Image_1723635617830366 1881.jpg,48.0,179.0
Data/Image_172363561787985 1882.jpg,48.0,179.0
Data/Image_1723635617899553 1883.jpg,48.0,179.0
Data/Image_1723635617948408 1884.jpg,48.0,180.0
Data/Image_172363561796434 1885.jpg,48.0,180.0
Data/Image_1723635618008136 1886.jpg,48.0,179.0
Data/Image_1723635618029899 1887.jpg,48.0,179.0
Data/Image_1723635618079479 1888.jpg,49.0,182.0
Data/Image_1723635618096123 1889.jpg,49.0,182.0
Data/Image_1723635618128275 1890.jpg,50.0,182.0
Data/Image_1723635618176926 1891.jpg,50.0,197.0
Data/Image_1723635618199494 1892.jpg,54.0,197.0
Data/Image_1723635618248534 1893.jpg,54.0,198.0
Data/Image_1723635618263985 1894.jpg,54.0,198.0
Data/Image_1723635618310903 1895.jpg,54.0,209.0
Data/Image_1723635618329465 1896.jpg,54.0,209.0
Data/Image_1723635618379666 1897.jpg,51.0,212.0
Data/Image_1723635618395705 1898.jpg,51.0,212.0
Data/Image_1723635618439341 1899.jpg,49.0,212.0
Data/Image_1723635618466092 1900.jpg,49.0,212.0
Data/Image_1723635618508133 1901.jpg,45.0,209.0
Data/Image_1723635618530739 1902.jpg,45.0,209.0
Data/Image_1723635618576431 1903.jpg,40.0,210.0
Data/Image_1723635618596667 1904.jpg,36.0,210.0
Data/Image_1723635618644342 1905.jpg,35.0,218.0
Data/Image_1723635618662599 1906.jpg,35.0,218.0
Data/Image_1723635618712952 1907.jpg,35.0,222.0
Data/Image_1723635618728714 1908.jpg,35.0,222.0
Data/Image_1723635618782676 1909.jpg,35.0,222.0
Data/Image_1723635618797423 1910.jpg,35.0,222.0
Data/Image_1723635618831278 1911.jpg,35.0,222.0
Data/Image_1723635618876425 1912.jpg,35.0,222.0
Data/Image_1723635618896923 1913.jpg,35.0,222.0
Data/Image_1723635618944835 1914.jpg,35.0,224.0
Data/Image_1723635618963402 1915.jpg,35.0,224.0
Data/Image_1723635619012952 1916.jpg,35.0,224.0
Data/Image_1723635619029207 1917.jpg,35.0,220.0
Data/Image_1723635619061572 1918.jpg,35.0,220.0
Data/Image_1723635619116737 1919.jpg,35.0,220.0
Data/Image_1723635619130939 1920.jpg,35.0,220.0
Data/Image_1723635619177525 1921.jpg,35.0,222.0
Data/Image_1723635619196804 1922.jpg,35.0,222.0
Data/Image_1723635619244883 1923.jpg,35.0,220.0
Data/Image_1723635619263126 1924.jpg,35.0,220.0
Data/Image_1723635619312875 1925.jpg,35.0,220.0
Data/Image_172363561932944 1926.jpg,35.0,221.0
Data/Image_1723635619362003 1927.jpg,35.0,221.0
Data/Image_1723635619416542 1928.jpg,35.0,221.0
Data/Image_1723635619430737 1929.jpg,35.0,221.0
Data/Image_1723635619476725 1930.jpg,35.0,220.0
Data/Image_1723635619497205 1931.jpg,35.0,220.0
Data/Image_1723635619544433 1932.jpg,35.0,216.0
Data/Image_1723635619564506 1933.jpg,35.0,216.0
Data/Image_1723635619612873 1934.jpg,35.0,217.0
Data/Image_1723635619629147 1935.jpg,35.0,217.0
Data/Image_172363561966444 1936.jpg,35.0,217.0
Data/Image_172363561971646 1937.jpg,32.0,217.0
Data/Image_1723635619730931 1938.jpg,25.0,217.0
Data/Image_172363561977668 1939.jpg,25.0,218.0
Data/Image_1723635619799239 1940.jpg,22.0,218.0
Data/Image_172363561984466 1941.jpg,19.0,217.0
Data/Image_1723635619864828 1942.jpg,19.0,217.0
Data/Image_1723635619912884 1943.jpg,20.0,217.0
Data/Image_1723635619931423 1944.jpg,20.0,214.0
Data/Image_1723635619982793 1945.jpg,22.0,200.0
Data/Image_1723635620000826 1946.jpg,22.0,200.0
Data/Image_1723635620051917 1947.jpg,28.0,198.0
Data/Image_1723635620066112 1948.jpg,28.0,198.0
Data/Image_1723635620098096 1949.jpg,28.0,198.0
Data/Image_1723635620144781 1950.jpg,35.0,191.0
Data/Image_1723635620165971 1951.jpg,35.0,191.0
Data/Image_1723635620213254 1952.jpg,35.0,192.0
Data/Image_1723635620229096 1953.jpg,35.0,193.0
Data/Image_1723635620262118 1954.jpg,35.0,193.0
Data/Image_1723635620298944 1955.jpg,35.0,193.0
Data/Image_1723635620342488 1956.jpg,33.0,189.0
Data/Image_1723635620365686 1957.jpg,33.0,189.0
Data/Image_1723635620397567 1958.jpg,33.0,189.0
Data/Image_1723635620444513 1959.jpg,23.0,175.0
Data/Image_1723635620463114 1960.jpg,23.0,175.0
Data/Image_1723635620512911 1961.jpg,22.0,174.0
Data/Image_1723635620528677 1962.jpg,22.0,170.0
Data/Image_1723635620573074 1963.jpg,22.0,170.0
Data/Image_1723635620598689 1964.jpg,22.0,166.0
Data/Image_1723635620642461 1965.jpg,22.0,168.0
Data/Image_1723635620663989 1966.jpg,22.0,168.0
Data/Image_1723635620710856 1967.jpg,22.0,168.0
Data/Image_1723635620731734 1968.jpg,22.0,168.0
Data/Image_1723635620779266 1969.jpg,23.0,168.0
Data/Image_1723635620796069 1970.jpg,23.0,168.0
Data/Image_172363562084826 1971.jpg,23.0,168.0
Data/Image_1723635620861952 1972.jpg,23.0,168.0
Data/Image_1723635620916493 1973.jpg,22.0,172.0
Data/Image_1723635620931883 1974.jpg,21.0,172.0
Data/Image_1723635620964081 1975.jpg,21.0,175.0
Data/Image_1723635621010825 1976.jpg,21.0,173.0
Data/Image_1723635621030036 1977.jpg,21.0,173.0
Data/Image_1723635621079293 1978.jpg,19.0,170.0
Data/Image_172363562109624 1979.jpg,19.0,170.0
Data/Image_1723635621147677 1980.jpg,18.0,169.0
Data/Image_1723635621162362 1981.jpg,18.0,169.0
Data/Image_1723635621194948 1982.jpg,17.0,169.0
Data/Image_1723635621242731 1983.jpg,16.0,170.0
Data/Image_17236356212644 1984.jpg,16.0,170.0
Data/Image_1723635621310859 1985.jpg,15.0,170.0
Data/Image_1723635621330824 1986.jpg,15.0,170.0
Data/Image_1723635621379386 1987.jpg,12.0,170.0
Data/Image_172363562139671 1988.jpg,12.0,170.0
Data/Image_172363562143978 1989.jpg,12.0,170.0
Data/Image_1723635621462003 1990.jpg,12.0,170.0
Data/Image_1723635621495269 1991.jpg,11.0,170.0
Data/Image_1723635621542419 1992.jpg,9.0,164.0
Data/Image_1723635621563949 1993.jpg,9.0,164.0
Data/Image_1723635621611111 1994.jpg,9.0,163.0
Data/Image_172363562163113 1995.jpg,9.0,163.0
Data/Image_1723635621679445 1996.jpg,6.0,156.0
Data/Image_1723635621698465 1997.jpg,6.0,156.0
Data/Image_1723635621747636 1998.jpg,6.0,144.0
Data/Image_1723635621762736 1999.jpg,6.0,144.0
Data/Image_1723635621794951 2000.jpg,6.0,144.0
Data/Image_1723635621842698 2001.jpg,6.0,139.0
Data/Image_1723635621864231 2002.jpg,6.0,139.0
Data/Image_1723635621911006 2003.jpg,9.0,136.0
Data/Image_1723635621929875 2004.jpg,9.0,136.0
Data/Image_172363562197939 2005.jpg,11.0,136.0
Data/Image_172363562199649 2006.jpg,11.0,136.0
Data/Image_1723635622047902 2007.jpg,15.0,134.0
Data/Image_1723635622062285 2008.jpg,15.0,134.0
Data/Image_1723635622095477 2009.jpg,16.0,134.0
Data/Image_172363562214237 2010.jpg,16.0,144.0
Data/Image_1723635622165311 2011.jpg,16.0,144.0
Data/Image_1723635622210877 2012.jpg,16.0,147.0
Data/Image_1723635622231148 2013.jpg,16.0,147.0
Data/Image_1723635622279276 2014.jpg,16.0,147.0
Data/Image_1723635622297919 2015.jpg,16.0,147.0
Data/Image_1723635622348167 2016.jpg,16.0,150.0
Data/Image_172363562236206 2017.jpg,16.0,150.0
Data/Image_1723635622395191 2018.jpg,15.0,150.0
Data/Image_1723635622442325 2019.jpg,13.0,155.0
Data/Image_1723635622464105 2020.jpg,13.0,155.0
Data/Image_1723635622510738 2021.jpg,12.0,156.0
Data/Image_1723635622530529 2022.jpg,12.0,156.0
Data/Image_172363562257974 2023.jpg,12.0,156.0
Data/Image_1723635622596695 2024.jpg,12.0,156.0
Data/Image_1723635622647547 2025.jpg,12.0,156.0
Data/Image_1723635622662503 2026.jpg,12.0,156.0
Data/Image_1723635622694876 2027.jpg,12.0,156.0
Data/Image_1723635622742414 2028.jpg,12.0,157.0
Data/Image_1723635622766522 2029.jpg,12.0,157.0
Data/Image_1723635622796877 2030.jpg,12.0,157.0
Data/Image_1723635622844409 2031.jpg,12.0,167.0
Data/Image_1723635622863169 2032.jpg,12.0,167.0
Data/Image_1723635622912801 2033.jpg,12.0,177.0
Data/Image_1723635622929577 2034.jpg,12.0,179.0
Data/Image_1723635622962761 2035.jpg,12.0,179.0
Data/Image_1723635623007866 2036.jpg,12.0,184.0
Data/Image_1723635623028377 2037.jpg,12.0,184.0
Data/Image_1723635623076698 2038.jpg,12.0,194.0
Data/Image_1723635623097152 2039.jpg,12.0,194.0
Data/Image_1723635623144384 2040.jpg,12.0,197.0
Data/Image_1723635623164113 2041.jpg,12.0,197.0
Data/Image_1723635623212873 2042.jpg,15.0,196.0
Data/Image_1723635623230534 2043.jpg,15.0,194.0
Data/Image_1723635623272905 2044.jpg,15.0,194.0
Data/Image_1723635623295594 2045.jpg,15.0,193.0
Data/Image_1723635623342379 2046.jpg,16.0,190.0
Data/Image_1723635623364613 2047.jpg,16.0,190.0
Data/Image_1723635623411112 2048.jpg,16.0,188.0
Data/Image_1723635623431539 2049.jpg,16.0,188.0
Data/Image_1723635623479886 2050.jpg,16.0,188.0
Data/Image_1723635623498081 2051.jpg,16.0,188.0
Data/Image_1723635623547704 2052.jpg,16.0,187.0
Data/Image_1723635623562107 2053.jpg,16.0,187.0
Data/Image_1723635623595895 2054.jpg,15.0,187.0
Data/Image_172363562364237 2055.jpg,14.0,192.0
Data/Image_1723635623664833 2056.jpg,14.0,192.0
Data/Image_1723635623711031 2057.jpg,13.0,192.0
Data/Image_1723635623730841 2058.jpg,13.0,192.0
Data/Image_1723635623779205 2059.jpg,14.0,193.0
Data/Image_1723635623796171 2060.jpg,14.0,193.0
Data/Image_1723635623847722 2061.jpg,15.0,193.0
Data/Image_1723635623862309 2062.jpg,15.0,193.0
Data/Image_1723635623896055 2063.jpg,16.0,193.0
Data/Image_1723635623943719 2064.jpg,20.0,182.0
Data/Image_1723635623965556 2065.jpg,20.0,182.0
Data/Image_1723635623998181 2066.jpg,20.0,182.0
Data/Image_1723635624044745 2067.jpg,23.0,175.0
Data/Image_1723635624063553 2068.jpg,23.0,175.0
Data/Image_1723635624112744 2069.jpg,22.0,176.0
Data/Image_1723635624130163 2070.jpg,22.0,172.0
Data/Image_1723635624182342 2071.jpg,22.0,170.0
Data/Image_1723635624198551 2072.jpg,22.0,170.0
Data/Image_1723635624242386 2073.jpg,23.0,173.0
Data/Image_1723635624264478 2074.jpg,23.0,173.0
Data/Image_1723635624311202 2075.jpg,20.0,191.0
Data/Image_1723635624331522 2076.jpg,20.0,191.0
Data/Image_17236356243798 2077.jpg,17.0,187.0
Data/Image_1723635624398039 2078.jpg,17.0,187.0
Data/Image_1723635624448145 2079.jpg,17.0,186.0
Data/Image_172363562446259 2080.jpg,17.0,186.0
Data/Image_1723635624496134 2081.jpg,16.0,186.0
Data/Image_1723635624542406 2082.jpg,15.0,187.0
Data/Image_1723635624565537 2083.jpg,15.0,187.0
Data/Image_1723635624598751 2084.jpg,15.0,187.0
Data/Image_1723635624644827 2085.jpg,16.0,187.0
Data/Image_1723635624664398 2086.jpg,16.0,187.0
Data/Image_1723635624713175 2087.jpg,17.0,182.0
Data/Image_1723635624729409 2088.jpg,17.0,183.0
Data/Image_172363562476248 2089.jpg,17.0,183.0
Data/Image_172363562479573 2090.jpg,15.0,183.0
Data/Image_1723635624842279 2091.jpg,15.0,192.0
Data/Image_1723635624862839 2092.jpg,15.0,192.0
Data/Image_1723635624910868 2093.jpg,14.0,186.0
Data/Image_1723635624931859 2094.jpg,14.0,186.0
Data/Image_1723635624979681 2095.jpg,13.0,186.0
Data/Image_1723635624996389 2096.jpg,13.0,186.0
Data/Image_1723635625047695 2097.jpg,13.0,191.0
Data/Image_1723635625066663 2098.jpg,13.0,191.0
Data/Image_1723635625117415 2099.jpg,13.0,192.0
Data/Image_1723635625130919 2100.jpg,14.0,192.0
Data/Image_1723635625176098 2101.jpg,14.0,184.0
Data/Image_1723635625199861 2102.jpg,14.0,184.0
Data/Image_1723635625244358 2103.jpg,14.0,182.0
Data/Image_1723635625266378 2104.jpg,14.0,182.0
Data/Image_1723635625313172 2105.jpg,14.0,183.0
Data/Image_1723635625331967 2106.jpg,14.0,183.0
Data/Image_1723635625382277 2107.jpg,15.0,182.0
Data/Image_1723635625399231 2108.jpg,15.0,182.0
Data/Image_1723635625442408 2109.jpg,15.0,179.0
Data/Image_172363562546355 2110.jpg,15.0,179.0
Data/Image_1723635625511401 2111.jpg,15.0,180.0
Data/Image_1723635625532399 2112.jpg,15.0,180.0
Data/Image_1723635625579705 2113.jpg,15.0,179.0
Data/Image_172363562559939 2114.jpg,15.0,179.0
Data/Image_1723635625647815 2115.jpg,15.0,171.0
Data/Image_1723635625664622 2116.jpg,15.0,171.0
Data/Image_1723635625707748 2117.jpg,17.0,173.0
Data/Image_1723635625729378 2118.jpg,17.0,173.0
Data/Image_1723635625776421 2119.jpg,17.0,176.0
Data/Image_1723635625803 2120.jpg,17.0,176.0
Data/Image_1723635625852991 2121.jpg,17.0,176.0
Data/Image_172363562586747 2122.jpg,17.0,166.0
Data/Image_1723635625912818 2123.jpg,17.0,166.0
Data/Image_1723635625934157 2124.jpg,17.0,167.0
Data/Image_1723635625982459 2125.jpg,15.0,168.0
Data/Image_172363562600062 2126.jpg,15.0,168.0
Data/Image_1723635626042222 2127.jpg,15.0,174.0
Data/Image_1723635626061932 2128.jpg,15.0,174.0
Data/Image_1723635626110893 2129.jpg,15.0,173.0
Data/Image_1723635626131465 2130.jpg,15.0,173.0
Data/Image_1723635626179623 2131.jpg,15.0,172.0
Data/Image_1723635626196901 2132.jpg,15.0,172.0
Data/Image_1723635626248356 2133.jpg,15.0,172.0
Data/Image_1723635626268086 2134.jpg,15.0,172.0
Data/Image_1723635626307594 2135.jpg,15.0,172.0
Data/Image_1723635626329878 2136.jpg,15.0,172.0
Data/Image_1723635626376107 2137.jpg,15.0,172.0
Data/Image_1723635626398824 2138.jpg,15.0,172.0
Data/Image_1723635626444266 2139.jpg,15.0,172.0
Data/Image_172363562646587 2140.jpg,15.0,172.0
Data/Image_172363562651297 2141.jpg,14.0,171.0
Data/Image_1723635626530804 2142.jpg,14.0,170.0
Data/Image_1723635626582331 2143.jpg,18.0,165.0
Data/Image_1723635626597225 2144.jpg,18.0,165.0
Data/Image_1723635626632043 2145.jpg,18.0,165.0
Data/Image_1723635626671266 2146.jpg,24.0,162.0
Data/Image_1723635626698368 2147.jpg,24.0,162.0
Data/Image_172363562674425 2148.jpg,30.0,162.0
Data/Image_172363562676427 2149.jpg,30.0,162.0
Data/Image_1723635626814227 2150.jpg,35.0,160.0
Data/Image_172363562683138 2151.jpg,35.0,155.0
Data/Image_1723635626882328 2152.jpg,35.0,156.0
Data/Image_1723635626897096 2153.jpg,35.0,156.0
Data/Image_1723635626929725 2154.jpg,35.0,156.0
Data/Image_1723635626976376 2155.jpg,35.0,159.0
Data/Image_1723635626997354 2156.jpg,36.0,159.0
Data/Image_1723635627044322 2157.jpg,36.0,159.0
Data/Image_1723635627068839 2158.jpg,36.0,159.0
Data/Image_1723635627097752 2159.jpg,36.0,155.0
Data/Image_1723635627147989 2160.jpg,35.0,157.0
Data/Image_1723635627164204 2161.jpg,35.0,157.0
Data/Image_172363562721669 2162.jpg,34.0,160.0
Data/Image_1723635627231685 2163.jpg,31.0,160.0
Data/Image_1723635627262462 2164.jpg,31.0,162.0
Data/Image_1723635627310888 2165.jpg,32.0,162.0
Data/Image_1723635627331653 2166.jpg,32.0,162.0
Data/Image_1723635627379277 2167.jpg,33.0,163.0
Data/Image_1723635627397336 2168.jpg,33.0,163.0
Data/Image_1723635627448058 2169.jpg,34.0,163.0
Data/Image_1723635627462757 2170.jpg,34.0,163.0
Data/Image_1723635627507783 2171.jpg,29.0,167.0
Data/Image_1723635627528651 2172.jpg,29.0,167.0
Data/Image_1723635627576283 2173.jpg,27.0,169.0
Data/Image_172363562759694 2174.jpg,29.0,169.0
Data/Image_1723635627644302 2175.jpg,32.0,168.0
Data/Image_1723635627663856 2176.jpg,32.0,168.0
Data/Image_1723635627712741 2177.jpg,35.0,168.0
Data/Image_1723635627729702 2178.jpg,35.0,165.0
Data/Image_1723635627782639 2179.jpg,35.0,167.0
Data/Image_1723635627796765 2180.jpg,35.0,167.0
Data/Image_1723635627842494 2181.jpg,35.0,168.0
Data/Image_1723635627861902 2182.jpg,35.0,168.0
Data/Image_1723635627910916 2183.jpg,35.0,171.0
Data/Image_172363562793275 2184.jpg,35.0,171.0
Data/Image_1723635627979185 2185.jpg,35.0,171.0
Data/Image_1723635627998616 2186.jpg,35.0,171.0
Data/Image_17236356280429 2187.jpg,35.0,181.0
Data/Image_1723635628064372 2188.jpg,35.0,181.0
Data/Image_1723635628110942 2189.jpg,34.0,190.0
Data/Image_1723635628129652 2190.jpg,34.0,190.0
Data/Image_1723635628179278 2191.jpg,30.0,196.0
Data/Image_1723635628194975 2192.jpg,30.0,196.0
Data/Image_172363562824788 2193.jpg,29.0,198.0
Data/Image_172363562826786 2194.jpg,29.0,198.0
Data/Image_172363562830782 2195.jpg,29.0,196.0
Data/Image_1723635628329775 2196.jpg,29.0,196.0
Data/Image_1723635628376284 2197.jpg,31.0,194.0
Data/Image_1723635628395865 2198.jpg,33.0,194.0
Data/Image_1723635628444722 2199.jpg,30.0,188.0
Data/Image_1723635628461778 2200.jpg,30.0,188.0
Data/Image_1723635628513422 2201.jpg,29.0,184.0
Data/Image_172363562853173 2202.jpg,29.0,185.0
Data/Image_1723635628582873 2203.jpg,27.0,187.0
Data/Image_1723635628599065 2204.jpg,27.0,187.0
Data/Image_1723635628642546 2205.jpg,26.0,189.0
Data/Image_1723635628664996 2206.jpg,26.0,189.0
Data/Image_1723635628710712 2207.jpg,26.0,184.0
Data/Image_1723635628734329 2208.jpg,26.0,184.0
Data/Image_17236356287795 2209.jpg,26.0,190.0
Data/Image_1723635628796703 2210.jpg,26.0,190.0
Data/Image_172363562883918 2211.jpg,29.0,195.0
Data/Image_1723635628865063 2212.jpg,29.0,195.0
Data/Image_1723635628908307 2213.jpg,33.0,190.0
Data/Image_1723635628930417 2214.jpg,33.0,190.0
Data/Image_1723635628976696 2215.jpg,35.0,186.0
Data/Image_1723635628996024 2216.jpg,34.0,186.0
Data/Image_1723635629044541 2217.jpg,31.0,186.0
Data/Image_1723635629063225 2218.jpg,31.0,186.0
Data/Image_1723635629112773 2219.jpg,30.0,189.0
Data/Image_1723635629128891 2220.jpg,30.0,190.0
Data/Image_1723635629164094 2221.jpg,30.0,190.0
Data/Image_1723635629207952 2222.jpg,30.0,190.0
Data/Image_1723635629230403 2223.jpg,30.0,190.0
Data/Image_1723635629276692 2224.jpg,29.0,186.0
Data/Image_1723635629295813 2225.jpg,28.0,186.0
Data/Image_1723635629344405 2226.jpg,27.0,184.0
Data/Image_1723635629362528 2227.jpg,27.0,184.0
Data/Image_1723635629414178 2228.jpg,28.0,185.0
Data/Image_1723635629428148 2229.jpg,28.0,174.0
Data/Image_1723635629482473 2230.jpg,28.0,170.0
Data/Image_172363562949689 2231.jpg,28.0,170.0
Data/Image_1723635629542328 2232.jpg,28.0,173.0
Data/Image_1723635629563361 2233.jpg,28.0,173.0
Data/Image_1723635629610905 2234.jpg,28.0,178.0
Data/Image_1723635629630134 2235.jpg,28.0,178.0
Data/Image_1723635629679656 2236.jpg,28.0,179.0
Data/Image_1723635629695197 2237.jpg,28.0,179.0
Data/Image_1723635629739127 2238.jpg,28.0,184.0
Data/Image_1723635629764412 2239.jpg,28.0,184.0
Data/Image_1723635629816804 2240.jpg,29.0,187.0
Data/Image_1723635629830251 2241.jpg,32.0,187.0
Data/Image_1723635629877916 2242.jpg,32.0,185.0
Data/Image_1723635629896915 2243.jpg,33.0,185.0
Data/Image_1723635629945241 2244.jpg,33.0,186.0
Data/Image_1723635629966046 2245.jpg,33.0,186.0
Data/Image_172363563001301 2246.jpg,34.0,186.0
Data/Image_1723635630028367 2247.jpg,34.0,195.0
Data/Image_172363563008268 2248.jpg,34.0,197.0
Data/Image_1723635630097948 2249.jpg,34.0,197.0
Data/Image_172363563014259 2250.jpg,35.0,193.0
Data/Image_1723635630163099 2251.jpg,35.0,193.0
Data/Image_1723635630211113 2252.jpg,35.0,191.0
Data/Image_1723635630229716 2253.jpg,35.0,191.0
Data/Image_1723635630279234 2254.jpg,35.0,190.0
Data/Image_1723635630295952 2255.jpg,35.0,190.0
Data/Image_1723635630339209 2256.jpg,35.0,191.0
Data/Image_1723635630365321 2257.jpg,35.0,191.0
Data/Image_1723635630408069 2258.jpg,35.0,191.0
Data/Image_172363563043025 2259.jpg,35.0,191.0
Data/Image_1723635630476337 2260.jpg,35.0,202.0
Data/Image_1723635630497639 2261.jpg,35.0,202.0
Data/Image_1723635630544399 2262.jpg,35.0,211.0
